category,glyph name,composition,code point,(char.),(character name),(compatible glyph name)
syllabic,dot_sho_ringAbove-cans,"dot-cans, sho-cans, ringAbove-cans",0x18C2,ᣂ,CANADIAN SYLLABICS SHWOY,dotCans_shoCans_ringAboveCans
syllabic,blackfootE-cans,,0x15B0,ᖰ,CANADIAN SYLLABICS BLACKFOOT E,blackfootECans
syllabic,blackfootI-cans,,0x15B1,ᖱ,CANADIAN SYLLABICS BLACKFOOT I,blackfootICans
syllabic,blackfootO-cans,,0x15B2,ᖲ,CANADIAN SYLLABICS BLACKFOOT O,blackfootOCans
syllabic,blackfootA-cans,,0x15B3,ᖳ,CANADIAN SYLLABICS BLACKFOOT A,blackfootACans
syllabic,blackfootWe-cans,,0x15B4,ᖴ,CANADIAN SYLLABICS BLACKFOOT WE,blackfootWeCans
syllabic,blackfootWi-cans,,0x15B5,ᖵ,CANADIAN SYLLABICS BLACKFOOT WI,blackfootWiCans
syllabic,blackfootWo-cans,,0x15B6,ᖶ,CANADIAN SYLLABICS BLACKFOOT WO,blackfootWoCans
syllabic,blackfootWa-cans,,0x15B7,ᖷ,CANADIAN SYLLABICS BLACKFOOT WA,blackfootWaCans
syllabic,blackfootNe-cans,,0x15B8,ᖸ,CANADIAN SYLLABICS BLACKFOOT NE,blackfootNeCans
syllabic,blackfootNi-cans,,0x15B9,ᖹ,CANADIAN SYLLABICS BLACKFOOT NI,blackfootNiCans
syllabic,blackfootNo-cans,,0x15BA,ᖺ,CANADIAN SYLLABICS BLACKFOOT NO,blackfootNoCans
syllabic,blackfootNa-cans,,0x15BB,ᖻ,CANADIAN SYLLABICS BLACKFOOT NA,blackfootNaCans
syllabic,blackfootKe-cans,,0x15BC,ᖼ,CANADIAN SYLLABICS BLACKFOOT KE,blackfootKeCans
syllabic,blackfootKi-cans,,0x15BD,ᖽ,CANADIAN SYLLABICS BLACKFOOT KI,blackfootKiCans
syllabic,blackfootKo-cans,,0x15BE,ᖾ,CANADIAN SYLLABICS BLACKFOOT KO,blackfootKoCans
syllabic,blackfootKa-cans,,0x15BF,ᖿ,CANADIAN SYLLABICS BLACKFOOT KA,blackfootKaCans
syllabic,sayisiM-cans,,0x14BF,ᒿ,CANADIAN SYLLABICS SAYISI M,sayisiMCans
syllabic,sayisiShe-cans,,0x1597,ᖗ,CANADIAN SYLLABICS SAYISI SHE,sayisiSheCans
syllabic,sayisiShi-cans,,0x1598,ᖘ,CANADIAN SYLLABICS SAYISI SHI,sayisiShiCans
syllabic,sayisiShu-cans,,0x1599,ᖙ,CANADIAN SYLLABICS SAYISI SHO,sayisiShuCans
syllabic,sayisiSha-cans,,0x159A,ᖚ,CANADIAN SYLLABICS SAYISI SHA,sayisiShaCans
syllabic,sayisiHe-cans,,0x15C0,ᗀ,CANADIAN SYLLABICS SAYISI HE,sayisiHeCans
syllabic,sayisiHi-cans,,0x15C1,ᗁ,CANADIAN SYLLABICS SAYISI HI,sayisiHiCans
syllabic,sayisiHu-cans,,0x15C2,ᗂ,CANADIAN SYLLABICS SAYISI HO,sayisiHuCans
syllabic,sayisiHa-cans,,0x15C3,ᗃ,CANADIAN SYLLABICS SAYISI HA,sayisiHaCans
syllabic,sayisiJa-cans,,0x1614,ᘔ,CANADIAN SYLLABICS CARRIER JU,sayisiJaCans
syllabic,sayisiJu-cans,,0x1615,ᘕ,CANADIAN SYLLABICS SAYISI JU,sayisiJuCans
syllabic,sayisiJi-cans,,0x161A,ᘚ,CANADIAN SYLLABICS SAYISI JI,sayisiJiCans
syllabic,sayisiJe-cans,,0x161B,ᘛ,CANADIAN SYLLABICS CARRIER JA,sayisiJeCans
syllabic,sayisiShe_dot-cans,"sayisiShe-cans, dot-cans",0x18EA,ᣪ,CANADIAN SYLLABICS SAYISI SHWE,sayisiSheCans_dotCans
syllabic,sayisiShu_dotAbove-cans,"sayisiShu-cans, dotAbove-cans",0x18EB,ᣫ,CANADIAN SYLLABICS SAYISI SHOO,sayisiShuCans_dotAboveCans
syllabic,sayisiHu_dotAbove-cans,"sayisiHu-cans, dotAbove-cans",0x18EC,ᣬ,CANADIAN SYLLABICS SAYISI HOO,sayisiHuCans_dotAboveCans
syllabic,sayisiJu_dotAbove-cans,"sayisiJu-cans, dotAbove-cans",0x18F1,ᣱ,CANADIAN SYLLABICS SAYISI JUU,sayisiJuCans_dotAboveCans
syllabic,sayisiJe_dot-cans,"sayisiJe-cans, dot-cans",0x18F2,ᣲ,CANADIAN SYLLABICS CARRIER JWA,sayisiJeCans_dotCans
syllabic,carrierEe-cans,,0x1408,ᐈ,CANADIAN SYLLABICS CARRIER EE,carrierEeCans
syllabic,carrierI-cans,,0x1409,ᐉ,CANADIAN SYLLABICS CARRIER I,carrierICans
syllabic,carrierHee-cans,,0x1436,ᐶ,CANADIAN SYLLABICS CARRIER HEE,carrierHeeCans
syllabic,carrierHi-cans,,0x1437,ᐷ,CANADIAN SYLLABICS CARRIER HI,carrierHiCans
syllabic,carrierDee-cans,,0x1453,ᑓ,CANADIAN SYLLABICS CARRIER DEE,carrierDeeCans
syllabic,carrierDi-cans,,0x1454,ᑔ,CANADIAN SYLLABICS CARRIER DI,carrierDiCans
syllabic,carrierGhu-cans,,0x15C4,ᗄ,CANADIAN SYLLABICS CARRIER GHU,carrierGhuCans
syllabic,carrierGho-cans,,0x15C5,ᗅ,CANADIAN SYLLABICS CARRIER GHO,carrierGhoCans
syllabic,carrierGhe-cans,,0x15C6,ᗆ,CANADIAN SYLLABICS CARRIER GHE,carrierGheCans
syllabic,carrierGhee-cans,,0x15C7,ᗇ,CANADIAN SYLLABICS CARRIER GHEE,carrierGheeCans
syllabic,carrierGhi-cans,,0x15C8,ᗈ,CANADIAN SYLLABICS CARRIER GHI,carrierGhiCans
syllabic,carrierGha-cans,,0x15C9,ᗉ,CANADIAN SYLLABICS CARRIER GHA,carrierGhaCans
syllabic,carrierRu-cans,,0x15CA,ᗊ,CANADIAN SYLLABICS CARRIER RU,carrierRuCans
syllabic,carrierRo-cans,,0x15CB,ᗋ,CANADIAN SYLLABICS CARRIER RO,carrierRoCans
syllabic,carrierRe-cans,,0x15CC,ᗌ,CANADIAN SYLLABICS CARRIER RE,carrierReCans
syllabic,carrierRee-cans,,0x15CD,ᗍ,CANADIAN SYLLABICS CARRIER REE,carrierReeCans
syllabic,carrierRi-cans,,0x15CE,ᗎ,CANADIAN SYLLABICS CARRIER RI,carrierRiCans
syllabic,carrierRa-cans,,0x15CF,ᗏ,CANADIAN SYLLABICS CARRIER RA,carrierRaCans
syllabic,carrierWu-cans,,0x15D0,ᗐ,CANADIAN SYLLABICS CARRIER WU,carrierWuCans
syllabic,carrierWo-cans,,0x15D1,ᗑ,CANADIAN SYLLABICS CARRIER WO,carrierWoCans
syllabic,carrierWe-cans,,0x15D2,ᗒ,CANADIAN SYLLABICS CARRIER WE,carrierWeCans
syllabic,carrierWee-cans,,0x15D3,ᗓ,CANADIAN SYLLABICS CARRIER WEE,carrierWeeCans
syllabic,carrierWi-cans,,0x15D4,ᗔ,CANADIAN SYLLABICS CARRIER WI,carrierWiCans
syllabic,carrierWa-cans,,0x15D5,ᗕ,CANADIAN SYLLABICS CARRIER WA,carrierWaCans
syllabic,carrierHwu-cans,,0x15D6,ᗖ,CANADIAN SYLLABICS CARRIER HWU,carrierHwuCans
syllabic,carrierHwo-cans,,0x15D7,ᗗ,CANADIAN SYLLABICS CARRIER HWO,carrierHwoCans
syllabic,carrierHwe-cans,,0x15D8,ᗘ,CANADIAN SYLLABICS CARRIER HWE,carrierHweCans
syllabic,carrierHwee-cans,,0x15D9,ᗙ,CANADIAN SYLLABICS CARRIER HWEE,carrierHweeCans
syllabic,carrierHwi-cans,,0x15DA,ᗚ,CANADIAN SYLLABICS CARRIER HWI,carrierHwiCans
syllabic,carrierHwa-cans,,0x15DB,ᗛ,CANADIAN SYLLABICS CARRIER HWA,carrierHwaCans
syllabic,carrierThu-cans,,0x15DC,ᗜ,CANADIAN SYLLABICS CARRIER THU,carrierThuCans
syllabic,carrierTho-cans,,0x15DD,ᗝ,CANADIAN SYLLABICS CARRIER THO,carrierThoCans
syllabic,carrierThe-cans,,0x15DE,ᗞ,CANADIAN SYLLABICS CARRIER THE,carrierTheCans
syllabic,carrierThee-cans,,0x15DF,ᗟ,CANADIAN SYLLABICS CARRIER THEE,carrierTheeCans
syllabic,carrierThi-cans,,0x15E0,ᗠ,CANADIAN SYLLABICS CARRIER THI,carrierThiCans
syllabic,carrierTha-cans,,0x15E1,ᗡ,CANADIAN SYLLABICS CARRIER THA,carrierThaCans
syllabic,carrierTtu-cans,,0x15E2,ᗢ,CANADIAN SYLLABICS CARRIER TTU,carrierTtuCans
syllabic,carrierTto-cans,,0x15E3,ᗣ,CANADIAN SYLLABICS CARRIER TTO,carrierTtoCans
syllabic,carrierTte-cans,,0x15E4,ᗤ,CANADIAN SYLLABICS CARRIER TTE,carrierTteCans
syllabic,carrierTtee-cans,,0x15E5,ᗥ,CANADIAN SYLLABICS CARRIER TTEE,carrierTteeCans
syllabic,carrierTti-cans,,0x15E6,ᗦ,CANADIAN SYLLABICS CARRIER TTI,carrierTtiCans
syllabic,carrierTta-cans,,0x15E7,ᗧ,CANADIAN SYLLABICS CARRIER TTA,carrierTtaCans
syllabic,carrierPu-cans,,0x15E8,ᗨ,CANADIAN SYLLABICS CARRIER PU,carrierPuCans
syllabic,carrierPo-cans,,0x15E9,ᗩ,CANADIAN SYLLABICS CARRIER PO,carrierPoCans
syllabic,carrierPe-cans,,0x15EA,ᗪ,CANADIAN SYLLABICS CARRIER PE,carrierPeCans
syllabic,carrierPee-cans,,0x15EB,ᗫ,CANADIAN SYLLABICS CARRIER PEE,carrierPeeCans
syllabic,carrierPi-cans,,0x15EC,ᗬ,CANADIAN SYLLABICS CARRIER PI,carrierPiCans
syllabic,carrierPa-cans,,0x15ED,ᗭ,CANADIAN SYLLABICS CARRIER PA,carrierPaCans
syllabic,carrierGu-cans,,0x15EF,ᗯ,CANADIAN SYLLABICS CARRIER GU,carrierGuCans
syllabic,carrierGo-cans,,0x15F0,ᗰ,CANADIAN SYLLABICS CARRIER GO,carrierGoCans
syllabic,carrierGe-cans,,0x15F1,ᗱ,CANADIAN SYLLABICS CARRIER GE,carrierGeCans
syllabic,carrierGee-cans,,0x15F2,ᗲ,CANADIAN SYLLABICS CARRIER GEE,carrierGeeCans
syllabic,carrierGi-cans,,0x15F3,ᗳ,CANADIAN SYLLABICS CARRIER GI,carrierGiCans
syllabic,carrierGa-cans,,0x15F4,ᗴ,CANADIAN SYLLABICS CARRIER GA,carrierGaCans
syllabic,carrierKhu-cans,,0x15F5,ᗵ,CANADIAN SYLLABICS CARRIER KHU,carrierKhuCans
syllabic,carrierKho-cans,,0x15F6,ᗶ,CANADIAN SYLLABICS CARRIER KHO,carrierKhoCans
syllabic,carrierKhe-cans,,0x15F7,ᗷ,CANADIAN SYLLABICS CARRIER KHE,carrierKheCans
syllabic,carrierKhee-cans,,0x15F8,ᗸ,CANADIAN SYLLABICS CARRIER KHEE,carrierKheeCans
syllabic,carrierKhi-cans,,0x15F9,ᗹ,CANADIAN SYLLABICS CARRIER KHI,carrierKhiCans
syllabic,carrierKha-cans,,0x15FA,ᗺ,CANADIAN SYLLABICS CARRIER KHA,carrierKhaCans
syllabic,carrierKku-cans,,0x15FB,ᗻ,CANADIAN SYLLABICS CARRIER KKU,carrierKkuCans
syllabic,carrierKko-cans,,0x15FC,ᗼ,CANADIAN SYLLABICS CARRIER KKO,carrierKkoCans
syllabic,carrierKke-cans,,0x15FD,ᗽ,CANADIAN SYLLABICS CARRIER KKE,carrierKkeCans
syllabic,carrierKkee-cans,,0x15FE,ᗾ,CANADIAN SYLLABICS CARRIER KKEE,carrierKkeeCans
syllabic,carrierKki-cans,,0x15FF,ᗿ,CANADIAN SYLLABICS CARRIER KKI,carrierKkiCans
syllabic,carrierKka-cans,,0x1600,ᘀ,CANADIAN SYLLABICS CARRIER KKA,carrierKkaCans
syllabic,carrierNu-cans,,0x1602,ᘂ,CANADIAN SYLLABICS CARRIER NU,carrierNuCans
syllabic,carrierNo-cans,,0x1603,ᘃ,CANADIAN SYLLABICS CARRIER NO,carrierNoCans
syllabic,carrierNe-cans,,0x1604,ᘄ,CANADIAN SYLLABICS CARRIER NE,carrierNeCans
syllabic,carrierNee-cans,,0x1605,ᘅ,CANADIAN SYLLABICS CARRIER NEE,carrierNeeCans
syllabic,carrierNi-cans,,0x1606,ᘆ,CANADIAN SYLLABICS CARRIER NI,carrierNiCans
syllabic,carrierNa-cans,,0x1607,ᘇ,CANADIAN SYLLABICS CARRIER NA,carrierNaCans
syllabic,carrierMu-cans,,0x1608,ᘈ,CANADIAN SYLLABICS CARRIER MU,carrierMuCans
syllabic,carrierMo-cans,,0x1609,ᘉ,CANADIAN SYLLABICS CARRIER MO,carrierMoCans
syllabic,carrierMe-cans,,0x160A,ᘊ,CANADIAN SYLLABICS CARRIER ME,carrierMeCans
syllabic,carrierMee-cans,,0x160B,ᘋ,CANADIAN SYLLABICS CARRIER MEE,carrierMeeCans
syllabic,carrierMi-cans,,0x160C,ᘌ,CANADIAN SYLLABICS CARRIER MI,carrierMiCans
syllabic,carrierMa-cans,,0x160D,ᘍ,CANADIAN SYLLABICS CARRIER MA,carrierMaCans
syllabic,carrierYu-cans,,0x160E,ᘎ,CANADIAN SYLLABICS CARRIER YU,carrierYuCans
syllabic,carrierYo-cans,,0x160F,ᘏ,CANADIAN SYLLABICS CARRIER YO,carrierYoCans
syllabic,carrierYe-cans,,0x1610,ᘐ,CANADIAN SYLLABICS CARRIER YE,carrierYeCans
syllabic,carrierYee-cans,,0x1611,ᘑ,CANADIAN SYLLABICS CARRIER YEE,carrierYeeCans
syllabic,carrierYi-cans,,0x1612,ᘒ,CANADIAN SYLLABICS CARRIER YI,carrierYiCans
syllabic,carrierYa-cans,,0x1613,ᘓ,CANADIAN SYLLABICS CARRIER YA,carrierYaCans
syllabic,carrierJo-cans,,0x1616,ᘖ,CANADIAN SYLLABICS CARRIER JO,carrierJoCans
syllabic,carrierJe-cans,,0x1617,ᘗ,CANADIAN SYLLABICS CARRIER JE,carrierJeCans
syllabic,carrierJee-cans,,0x1618,ᘘ,CANADIAN SYLLABICS CARRIER JEE,carrierJeeCans
syllabic,carrierJi-cans,,0x1619,ᘙ,CANADIAN SYLLABICS CARRIER JI,carrierJiCans
syllabic,carrierJju-cans,,0x161C,ᘜ,CANADIAN SYLLABICS CARRIER JJU,carrierJjuCans
syllabic,carrierJjo-cans,,0x161D,ᘝ,CANADIAN SYLLABICS CARRIER JJO,carrierJjoCans
syllabic,carrierJje-cans,,0x161E,ᘞ,CANADIAN SYLLABICS CARRIER JJE,carrierJjeCans
syllabic,carrierJjee-cans,,0x161F,ᘟ,CANADIAN SYLLABICS CARRIER JJEE,carrierJjeeCans
syllabic,carrierJji-cans,,0x1620,ᘠ,CANADIAN SYLLABICS CARRIER JJI,carrierJjiCans
syllabic,carrierJja-cans,,0x1621,ᘡ,CANADIAN SYLLABICS CARRIER JJA,carrierJjaCans
syllabic,carrierLu-cans,,0x1622,ᘢ,CANADIAN SYLLABICS CARRIER LU,carrierLuCans
syllabic,carrierLo-cans,,0x1623,ᘣ,CANADIAN SYLLABICS CARRIER LO,carrierLoCans
syllabic,carrierLe-cans,,0x1624,ᘤ,CANADIAN SYLLABICS CARRIER LE,carrierLeCans
syllabic,carrierLee-cans,,0x1625,ᘥ,CANADIAN SYLLABICS CARRIER LEE,carrierLeeCans
syllabic,carrierLi-cans,,0x1626,ᘦ,CANADIAN SYLLABICS CARRIER LI,carrierLiCans
syllabic,carrierLa-cans,,0x1627,ᘧ,CANADIAN SYLLABICS CARRIER LA,carrierLaCans
syllabic,carrierDlu-cans,,0x1628,ᘨ,CANADIAN SYLLABICS CARRIER DLU,carrierDluCans
syllabic,carrierDlo-cans,,0x1629,ᘩ,CANADIAN SYLLABICS CARRIER DLO,carrierDloCans
syllabic,carrierDle-cans,,0x162A,ᘪ,CANADIAN SYLLABICS CARRIER DLE,carrierDleCans
syllabic,carrierDlee-cans,,0x162B,ᘫ,CANADIAN SYLLABICS CARRIER DLEE,carrierDleeCans
syllabic,carrierDli-cans,,0x162C,ᘬ,CANADIAN SYLLABICS CARRIER DLI,carrierDliCans
syllabic,carrierDla-cans,,0x162D,ᘭ,CANADIAN SYLLABICS CARRIER DLA,carrierDlaCans
syllabic,carrierLhu-cans,,0x162E,ᘮ,CANADIAN SYLLABICS CARRIER LHU,carrierLhuCans
syllabic,carrierLho-cans,,0x162F,ᘯ,CANADIAN SYLLABICS CARRIER LHO,carrierLhoCans
syllabic,carrierLhe-cans,,0x1630,ᘰ,CANADIAN SYLLABICS CARRIER LHE,carrierLheCans
syllabic,carrierLhee-cans,,0x1631,ᘱ,CANADIAN SYLLABICS CARRIER LHEE,carrierLheeCans
syllabic,carrierLhi-cans,,0x1632,ᘲ,CANADIAN SYLLABICS CARRIER LHI,carrierLhiCans
syllabic,carrierLha-cans,,0x1633,ᘳ,CANADIAN SYLLABICS CARRIER LHA,carrierLhaCans
syllabic,carrierTlhu-cans,,0x1634,ᘴ,CANADIAN SYLLABICS CARRIER TLHU,carrierTlhuCans
syllabic,carrierTlho-cans,,0x1635,ᘵ,CANADIAN SYLLABICS CARRIER TLHO,carrierTlhoCans
syllabic,carrierTlhe-cans,,0x1636,ᘶ,CANADIAN SYLLABICS CARRIER TLHE,carrierTlheCans
syllabic,carrierTlhee-cans,,0x1637,ᘷ,CANADIAN SYLLABICS CARRIER TLHEE,carrierTlheeCans
syllabic,carrierTlhi-cans,,0x1638,ᘸ,CANADIAN SYLLABICS CARRIER TLHI,carrierTlhiCans
syllabic,carrierTlha-cans,,0x1639,ᘹ,CANADIAN SYLLABICS CARRIER TLHA,carrierTlhaCans
syllabic,carrierTlu-cans,,0x163A,ᘺ,CANADIAN SYLLABICS CARRIER TLU,carrierTluCans
syllabic,carrierTlo-cans,,0x163B,ᘻ,CANADIAN SYLLABICS CARRIER TLO,carrierTloCans
syllabic,carrierTle-cans,,0x163C,ᘼ,CANADIAN SYLLABICS CARRIER TLE,carrierTleCans
syllabic,carrierTlee-cans,,0x163D,ᘽ,CANADIAN SYLLABICS CARRIER TLEE,carrierTleeCans
syllabic,carrierTli-cans,,0x163E,ᘾ,CANADIAN SYLLABICS CARRIER TLI,carrierTliCans
syllabic,carrierTla-cans,,0x163F,ᘿ,CANADIAN SYLLABICS CARRIER TLA,carrierTlaCans
syllabic,carrierZu-cans,,0x1640,ᙀ,CANADIAN SYLLABICS CARRIER ZU,carrierZuCans
syllabic,carrierZo-cans,,0x1641,ᙁ,CANADIAN SYLLABICS CARRIER ZO,carrierZoCans
syllabic,carrierZe-cans,,0x1642,ᙂ,CANADIAN SYLLABICS CARRIER ZE,carrierZeCans
syllabic,carrierZee-cans,,0x1643,ᙃ,CANADIAN SYLLABICS CARRIER ZEE,carrierZeeCans
syllabic,carrierZi-cans,,0x1644,ᙄ,CANADIAN SYLLABICS CARRIER ZI,carrierZiCans
syllabic,carrierZa-cans,,0x1645,ᙅ,CANADIAN SYLLABICS CARRIER ZA,carrierZaCans
syllabic,carrierDzu-cans,,0x1648,ᙈ,CANADIAN SYLLABICS CARRIER DZU,carrierDzuCans
syllabic,carrierDzo-cans,,0x1649,ᙉ,CANADIAN SYLLABICS CARRIER DZO,carrierDzoCans
syllabic,carrierDze-cans,,0x164A,ᙊ,CANADIAN SYLLABICS CARRIER DZE,carrierDzeCans
syllabic,carrierDzee-cans,,0x164B,ᙋ,CANADIAN SYLLABICS CARRIER DZEE,carrierDzeeCans
syllabic,carrierDzi-cans,,0x164C,ᙌ,CANADIAN SYLLABICS CARRIER DZI,carrierDziCans
syllabic,carrierDza-cans,,0x164D,ᙍ,CANADIAN SYLLABICS CARRIER DZA,carrierDzaCans
syllabic,carrierSu-cans,,0x164E,ᙎ,CANADIAN SYLLABICS CARRIER SU,carrierSuCans
syllabic,carrierSo-cans,,0x164F,ᙏ,CANADIAN SYLLABICS CARRIER SO,carrierSoCans
syllabic,carrierSe-cans,,0x1650,ᙐ,CANADIAN SYLLABICS CARRIER SE,carrierSeCans
syllabic,carrierSee-cans,,0x1651,ᙑ,CANADIAN SYLLABICS CARRIER SEE,carrierSeeCans
syllabic,carrierSi-cans,,0x1652,ᙒ,CANADIAN SYLLABICS CARRIER SI,carrierSiCans
syllabic,carrierSa-cans,,0x1653,ᙓ,CANADIAN SYLLABICS CARRIER SA,carrierSaCans
syllabic,carrierShu-cans,,0x1654,ᙔ,CANADIAN SYLLABICS CARRIER SHU,carrierShuCans
syllabic,carrierSho-cans,,0x1655,ᙕ,CANADIAN SYLLABICS CARRIER SHO,carrierShoCans
syllabic,carrierShe-cans,,0x1656,ᙖ,CANADIAN SYLLABICS CARRIER SHE,carrierSheCans
syllabic,carrierShee-cans,,0x1657,ᙗ,CANADIAN SYLLABICS CARRIER SHEE,carrierSheeCans
syllabic,carrierShi-cans,,0x1658,ᙘ,CANADIAN SYLLABICS CARRIER SHI,carrierShiCans
syllabic,carrierSha-cans,,0x1659,ᙙ,CANADIAN SYLLABICS CARRIER SHA,carrierShaCans
syllabic,carrierTsu-cans,,0x165B,ᙛ,CANADIAN SYLLABICS CARRIER TSU,carrierTsuCans
syllabic,carrierTso-cans,,0x165C,ᙜ,CANADIAN SYLLABICS CARRIER TSO,carrierTsoCans
syllabic,carrierTse-cans,,0x165D,ᙝ,CANADIAN SYLLABICS CARRIER TSE,carrierTseCans
syllabic,carrierTsee-cans,,0x165E,ᙞ,CANADIAN SYLLABICS CARRIER TSEE,carrierTseeCans
syllabic,carrierTsi-cans,,0x165F,ᙟ,CANADIAN SYLLABICS CARRIER TSI,carrierTsiCans
syllabic,carrierTsa-cans,,0x1660,ᙠ,CANADIAN SYLLABICS CARRIER TSA,carrierTsaCans
syllabic,carrierChu-cans,,0x1661,ᙡ,CANADIAN SYLLABICS CARRIER CHU,carrierChuCans
syllabic,carrierCho-cans,,0x1662,ᙢ,CANADIAN SYLLABICS CARRIER CHO,carrierChoCans
syllabic,carrierChe-cans,,0x1663,ᙣ,CANADIAN SYLLABICS CARRIER CHE,carrierCheCans
syllabic,carrierChee-cans,,0x1664,ᙤ,CANADIAN SYLLABICS CARRIER CHEE,carrierCheeCans
syllabic,carrierChi-cans,,0x1665,ᙥ,CANADIAN SYLLABICS CARRIER CHI,carrierChiCans
syllabic,carrierCha-cans,,0x1666,ᙦ,CANADIAN SYLLABICS CARRIER CHA,carrierChaCans
syllabic,carrierTtsu-cans,,0x1667,ᙧ,CANADIAN SYLLABICS CARRIER TTSU,carrierTtsuCans
syllabic,carrierTtso-cans,,0x1668,ᙨ,CANADIAN SYLLABICS CARRIER TTSO,carrierTtsoCans
syllabic,carrierTtse-cans,,0x1669,ᙩ,CANADIAN SYLLABICS CARRIER TTSE,carrierTtseCans
syllabic,carrierTtsee-cans,,0x166A,ᙪ,CANADIAN SYLLABICS CARRIER TTSEE,carrierTtseeCans
syllabic,carrierTtsi-cans,,0x166B,ᙫ,CANADIAN SYLLABICS CARRIER TTSI,carrierTtsiCans
syllabic,carrierTtsa-cans,,0x166C,ᙬ,CANADIAN SYLLABICS CARRIER TTSA,carrierTtsaCans
syllabic,carrierGu_dot-cans,"carrierGu-cans, dot-cans",0x18ED,ᣭ,CANADIAN SYLLABICS CARRIER GWU,carrierGuCans_dotCans
syllabic,carrierGe_dotAbove-cans,"carrierGe-cans, dotAbove-cans",0x18EE,ᣮ,CANADIAN SYLLABICS CARRIER DENE GEE,carrierGeCans_dotAboveCans
syllabic,carrierGa_dotAbove-cans,"carrierGa-cans, dotAbove-cans",0x18EF,ᣯ,CANADIAN SYLLABICS CARRIER GAA,carrierGaCans_dotAboveCans
syllabic,carrierGa_dot-cans,"carrierGa-cans, dot-cans",0x18F0,ᣰ,CANADIAN SYLLABICS CARRIER GWA,carrierGaCans_dotCans
